RMAC,definition,strong,verb_core,language,lookup_source,verify_status,verify_detail
V-Qal-Imperf.h-1cs | 3fs,<p>Verb - Qal - Imperfect Cohortative if contextual - first person common singular </p><p>+ third person feminine singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
V-Qal-Imperf.Jus-1cs,<p>Verb - Qal - Imperfect Jussive - first person common singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
V-Qal-Imperf.Jus-2ms,<p>Verb - Qal - Imperfect Jussive - second person masculine singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
V-Qal-Imperf.Jus-3fs,<p>Verb - Qal - Imperfect Jussive - third person feminine singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
V-Qal-Imperf.Jus-3ms,<p>Verb - Qal - Imperfect Jussive - third person masculine singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
V-Qal-Inf,<p>Verb - Qal - Infinitive construct</p>,H8800,V-Qal-Inf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/infinitif,OK_DEF_MATCH,Qal / Infinitif
V-Qal-Inf | 1cp,<p>Verb - Qal - Infinitive construct </p><p>+ first person common plural</p>,H8800,V-Qal-Inf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/infinitif,OK_DEF_MATCH,Qal / Infinitif
V-Qal-Inf | 1cs,<p>Verb - Qal - Infinitive construct </p><p>+ first person common singular</p>,H8800,V-Qal-Inf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/infinitif,OK_DEF_MATCH,Qal / Infinitif
V-Qal-Inf | 2fs,<p>Verb - Qal - Infinitive construct </p><p>+ second person feminine singular</p>,H8800,V-Qal-Inf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/infinitif,OK_DEF_MATCH,Qal / Infinitif
V-Qal-Inf | 2mp,<p>Verb - Qal - Infinitive construct </p><p>+ second person masculine plural</p>,H8800,V-Qal-Inf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/infinitif,OK_DEF_MATCH,Qal / Infinitif
V-Qal-Inf | 2ms,<p>Verb - Qal - Infinitive construct </p><p>+ second person masculine singular</p>,H8800,V-Qal-Inf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/infinitif,OK_DEF_MATCH,Qal / Infinitif
V-Qal-Inf | 3fp,<p>Verb - Qal - Infinitive construct </p><p>+ third person feminine plural</p>,H8800,V-Qal-Inf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/infinitif,OK_DEF_MATCH,Qal / Infinitif
V-Qal-Inf | 3fs,<p>Verb - Qal - Infinitive construct </p><p>+ third person feminine singular</p>,H8800,V-Qal-Inf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/infinitif,OK_DEF_MATCH,Qal / Infinitif
V-Qal-Inf | 3mp,<p>Verb - Qal - Infinitive construct </p><p>+ third person masculine plural</p>,H8800,V-Qal-Inf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/infinitif,OK_DEF_MATCH,Qal / Infinitif
V-Qal-Inf | 3ms,<p>Verb - Qal - Infinitive construct </p><p>+ third person masculine singular</p>,H8800,V-Qal-Inf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/infinitif,OK_DEF_MATCH,Qal / Infinitif
V-Qal-InfAbs,<p>Verb - Qal - Infinitive absolute</p>,H8800,V-Qal-Inf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/infinitif,OK_DEF_MATCH,Qal / Infinitif
V-Qal-Perf-1cp,<p>Verb - Qal - Perfect - first person common plural</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-1cp | 2ms,<p>Verb - Qal - Perfect - first person common plural </p><p>+ second person masculine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-1cp | 3fs,<p>Verb - Qal - Perfect - first person common plural </p><p>+ third person feminine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-1cp | 3mp,<p>Verb - Qal - Perfect - first person common plural </p><p>+ third person masculine plural</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-1cp | 3ms,<p>Verb - Qal - Perfect - first person common plural </p><p>+ third person masculine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-1cs,<p>Verb - Qal - Perfect - first person common singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-1cs | 1cs,<p>Verb - Qal - Perfect - first person common singular </p><p>+ first person common singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-1cs | 2fs,<p>Verb - Qal - Perfect - first person common singular </p><p>+ second person feminine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-1cs | 2ms,<p>Verb - Qal - Perfect - first person common singular </p><p>+ second person masculine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-1cs | 3fp,<p>Verb - Qal - Perfect - first person common singular </p><p>+ third person feminine plural</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-1cs | 3fs,<p>Verb - Qal - Perfect - first person common singular </p><p>+ third person feminine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-1cs | 3mp,<p>Verb - Qal - Perfect - first person common singular </p><p>+ third person masculine plural</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-1cs | 3ms,<p>Verb - Qal - Perfect - first person common singular </p><p>+ third person masculine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-2fp,<p>Verb - Qal - Perfect - second person feminine plural</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-2fs,<p>Verb - Qal - Perfect - second person feminine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-2fs | 1cp,<p>Verb - Qal - Perfect - second person feminine singular </p><p>+ first person common plural</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-2fs | 1cs,<p>Verb - Qal - Perfect - second person feminine singular </p><p>+ first person common singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-2fs | 3mp,<p>Verb - Qal - Perfect - second person feminine singular </p><p>+ third person masculine plural</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-2mp,<p>Verb - Qal - Perfect - second person masculine plural</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-2mp | 1cs,<p>Verb - Qal - Perfect - second person masculine plural </p><p>+ first person common singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-2ms,<p>Verb - Qal - Perfect - second person masculine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-2ms | 1cp,<p>Verb - Qal - Perfect - second person masculine singular </p><p>+ first person common plural</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-2ms | 1cs,<p>Verb - Qal - Perfect - second person masculine singular </p><p>+ first person common singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-2ms | 3fs,<p>Verb - Qal - Perfect - second person masculine singular </p><p>+ third person feminine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-2ms | 3mp,<p>Verb - Qal - Perfect - second person masculine singular </p><p>+ third person masculine plural</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-2ms | 3ms,<p>Verb - Qal - Perfect - second person masculine singular </p><p>+ third person masculine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-3cp,<p>Verb - Qal - Perfect - third person common plural</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-3cp | 1cp,<p>Verb - Qal - Perfect - third person common plural </p><p>+ first person common plural</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-3cp | 1cs,<p>Verb - Qal - Perfect - third person common plural </p><p>+ first person common singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-3cp | 2fs,<p>Verb - Qal - Perfect - third person common plural </p><p>+ second person feminine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-3cp | 2ms,<p>Verb - Qal - Perfect - third person common plural </p><p>+ second person masculine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-3cp | 3fs,<p>Verb - Qal - Perfect - third person common plural </p><p>+ third person feminine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-3cp | 3mp,<p>Verb - Qal - Perfect - third person common plural </p><p>+ third person masculine plural</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-3cp | 3ms,<p>Verb - Qal - Perfect - third person common plural </p><p>+ third person masculine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-3cp | Pn,<p>Verb - Qal - Perfect - third person common plural </p><p>+ Paragogic nun</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-3fs,<p>Verb - Qal - Perfect - third person feminine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-3fs | 1cp,<p>Verb - Qal - Perfect - third person feminine singular </p><p>+ first person common plural</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-3fs | 1cs,<p>Verb - Qal - Perfect - third person feminine singular </p><p>+ first person common singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-3fs | 2fs,<p>Verb - Qal - Perfect - third person feminine singular </p><p>+ second person feminine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-3fs | 2ms,<p>Verb - Qal - Perfect - third person feminine singular </p><p>+ second person masculine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-3fs | 3fs,<p>Verb - Qal - Perfect - third person feminine singular </p><p>+ third person feminine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-3fs | 3mp,<p>Verb - Qal - Perfect - third person feminine singular </p><p>+ third person masculine plural</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-3fs | 3ms,<p>Verb - Qal - Perfect - third person feminine singular </p><p>+ third person masculine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-3ms,<p>Verb - Qal - Perfect - third person masculine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-3ms | 1cp,<p>Verb - Qal - Perfect - third person masculine singular </p><p>+ first person common plural</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-3ms | 1cs,<p>Verb - Qal - Perfect - third person masculine singular </p><p>+ first person common singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-3ms | 1cse,<p>Verb - Qal - Perfect - third person masculine singular </p><p>+ first person common singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-3ms | 2fs,<p>Verb - Qal - Perfect - third person masculine singular </p><p>+ second person feminine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-3ms | 2ms,<p>Verb - Qal - Perfect - third person masculine singular </p><p>+ second person masculine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-3ms | 3fs,<p>Verb - Qal - Perfect - third person masculine singular </p><p>+ third person feminine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-3ms | 3mp,<p>Verb - Qal - Perfect - third person masculine singular </p><p>+ third person masculine plural</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Perf-3ms | 3ms,<p>Verb - Qal - Perfect - third person masculine singular </p><p>+ third person masculine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
V-Qal-Prtcpl-fp,<p>Verb - Qal - Participle - feminine plural</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
V-Qal-Prtcpl-fpc,<p>Verb - Qal - Participle - feminine plural construct</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
V-Qal-Prtcpl-fpc | 1cp,<p>Verb - Qal - Participle - feminine plural construct </p><p>+ first person common plural</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
V-Qal-Prtcpl-fpc | 2fs,<p>Verb - Qal - Participle - feminine plural construct </p><p>+ second person feminine singular</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
V-Qal-Prtcpl-fs,<p>Verb - Qal - Participle - feminine singular</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
V-Qal-Prtcpl-fsc,<p>Verb - Qal - Participle - feminine singular construct</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
V-Qal-Prtcpl-fsc | 1cs,<p>Verb - Qal - Participle - feminine singular construct </p><p>+ first person common singular</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
V-Qal-Prtcpl-fsc | 2fs,<p>Verb - Qal - Participle - feminine singular construct </p><p>+ second person feminine singular</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
V-Qal-Prtcpl-fsc | 2mp,<p>Verb - Qal - Participle - feminine singular construct </p><p>+ second person masculine plural</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
V-Qal-Prtcpl-fsc | 2ms,<p>Verb - Qal - Participle - feminine singular construct </p><p>+ second person masculine singular</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
V-Qal-Prtcpl-fsc | 3mp,<p>Verb - Qal - Participle - feminine singular construct </p><p>+ third person masculine plural</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
V-Qal-Prtcpl-fsc | 3ms,<p>Verb - Qal - Participle - feminine singular construct </p><p>+ third person masculine singular</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
V-Qal-Prtcpl-mp,<p>Verb - Qal - Participle - masculine plural</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
V-Qal-Prtcpl-mpc,<p>Verb - Qal - Participle - masculine plural construct</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
V-Qal-Prtcpl-mpc | 1cp,<p>Verb - Qal - Participle - masculine plural construct </p><p>+ first person common plural</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
V-Qal-Prtcpl-mpc | 1cs,<p>Verb - Qal - Participle - masculine plural construct </p><p>+ first person common singular</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
V-Qal-Prtcpl-mpc | 2fs,<p>Verb - Qal - Participle - masculine plural construct </p><p>+ second person feminine singular</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
V-Qal-Prtcpl-mpc | 2mp,<p>Verb - Qal - Participle - masculine plural construct </p><p>+ second person masculine plural</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
V-Qal-Prtcpl-mpc | 2ms,<p>Verb - Qal - Participle - masculine plural construct </p><p>+ second person masculine singular</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
V-Qal-Prtcpl-mpc | 3fp,<p>Verb - Qal - Participle - masculine plural construct </p><p>+ third person feminine plural</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
V-Qal-Prtcpl-mpc | 3fs,<p>Verb - Qal - Participle - masculine plural construct </p><p>+ third person feminine singular</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
V-Qal-Prtcpl-mpc | 3mp,<p>Verb - Qal - Participle - masculine plural construct </p><p>+ third person masculine plural</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
V-Qal-Prtcpl-mpc | 3ms,<p>Verb - Qal - Participle - masculine plural construct </p><p>+ third person masculine singular</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
V-Qal-Prtcpl-ms,<p>Verb - Qal - Participle - masculine singular</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
V-Qal-Prtcpl-msc,<p>Verb - Qal - Participle - masculine singular construct</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
V-Qal-Prtcpl-msc | 1cp,<p>Verb - Qal - Participle - masculine singular construct </p><p>+ first person common plural</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
V-Qal-Prtcpl-msc | 1cs,<p>Verb - Qal - Participle - masculine singular construct </p><p>+ first person common singular</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
V-Qal-Prtcpl-msc | 2fs,<p>Verb - Qal - Participle - masculine singular construct </p><p>+ second person feminine singular</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
V-Qal-Prtcpl-msc | 2mp,<p>Verb - Qal - Participle - masculine singular construct </p><p>+ second person masculine plural</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
V-Qal-Prtcpl-msc | 2ms,<p>Verb - Qal - Participle - masculine singular construct </p><p>+ second person masculine singular</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
V-Qal-Prtcpl-msc | 3fs,<p>Verb - Qal - Participle - masculine singular construct </p><p>+ third person feminine singular</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
V-Qal-Prtcpl-msc | 3mp,<p>Verb - Qal - Participle - masculine singular construct </p><p>+ third person masculine plural</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
V-Qal-Prtcpl-msc | 3ms,<p>Verb - Qal - Participle - masculine singular construct </p><p>+ third person masculine singular</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
V-Qal-QalPassPrtcpl-fp,<p>Verb - Qal - QalPassParticiple - feminine plural</p>,H8803,V-Qal-QalPassPrtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe passif,OK_DEF_MATCH,Qal / Participe Passif
V-Qal-QalPassPrtcpl-fpc,<p>Verb - Qal - QalPassParticiple - feminine plural construct</p>,H8803,V-Qal-QalPassPrtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe passif,OK_DEF_MATCH,Qal / Participe Passif
V-Qal-QalPassPrtcpl-fpc | 2mp,<p>Verb - Qal - QalPassParticiple - feminine plural construct </p><p>+ second person masculine plural</p>,H8803,V-Qal-QalPassPrtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe passif,OK_DEF_MATCH,Qal / Participe Passif
V-Qal-QalPassPrtcpl-fs,<p>Verb - Qal - QalPassParticiple - feminine singular</p>,H8803,V-Qal-QalPassPrtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe passif,OK_DEF_MATCH,Qal / Participe Passif
V-Qal-QalPassPrtcpl-fsc,<p>Verb - Qal - QalPassParticiple - feminine singular construct</p>,H8803,V-Qal-QalPassPrtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe passif,OK_DEF_MATCH,Qal / Participe Passif
V-Qal-QalPassPrtcpl-mp,<p>Verb - Qal - QalPassParticiple - masculine plural</p>,H8803,V-Qal-QalPassPrtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe passif,OK_DEF_MATCH,Qal / Participe Passif
V-Qal-QalPassPrtcpl-mpc,<p>Verb - Qal - QalPassParticiple - masculine plural construct</p>,H8803,V-Qal-QalPassPrtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe passif,OK_DEF_MATCH,Qal / Participe Passif
V-Qal-QalPassPrtcpl-mpc | 1cs,<p>Verb - Qal - QalPassParticiple - masculine plural construct </p><p>+ first person common singular</p>,H8803,V-Qal-QalPassPrtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe passif,OK_DEF_MATCH,Qal / Participe Passif
V-Qal-QalPassPrtcpl-mpc | 2mp,<p>Verb - Qal - QalPassParticiple - masculine plural construct </p><p>+ second person masculine plural</p>,H8803,V-Qal-QalPassPrtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe passif,OK_DEF_MATCH,Qal / Participe Passif
V-Qal-QalPassPrtcpl-mpc | 2ms,<p>Verb - Qal - QalPassParticiple - masculine plural construct </p><p>+ second person masculine singular</p>,H8803,V-Qal-QalPassPrtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe passif,OK_DEF_MATCH,Qal / Participe Passif
V-Qal-QalPassPrtcpl-mpc | 3fs,<p>Verb - Qal - QalPassParticiple - masculine plural construct </p><p>+ third person feminine singular</p>,H8803,V-Qal-QalPassPrtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe passif,OK_DEF_MATCH,Qal / Participe Passif
